Style No,Style Long Description,Back,Back,Back 2,Back 2,Back 2,Back 2,Edge,Edge,Edge,Edge,Edge 2,Edge 2,Edge 2,Edge 2,Front,Main,Main,Main,Main 2,Main 2,Main 2,Main 2,Model,Model,Model,Model,Model,Model,Model,Model 2,Profile,Profile,Top,Top,Assortment_Type,caratage_of_predom_mat_1,caratage_of_predom_mat_2,caratage_of_predom_mat_3,Closure Type,Commercial Reference,Country of Origin,Diamond Carat Weight,Fish_&_Wild,funct_hier_lvl4_item_shape,Gender,item_note,Launch Date - Wholesales (US),man_made_stones,measure_1,measure_3,measure_4,measure_5,merch_hier_lv2_sub_collection,merch_hier_lvl_collection,NFR Size Code,NRF_color_code,Predominant_Color_Descr,Primary Material,Product Description,Product Type,Retail Price,Retail Price - Dollar Sign,sales_life_cycle,season,Season Code,season_year,Size,stone_id_1,stone_id_2,stone_id_3,stone_id_4,supply_life_cycle,UPC Code,Variant No,Vendor Name,salsify:profile_asset_id
NBS998354BLSX22,"MEN's Legends Eagle Silver Lava Eagle Wing Pendant- on 2.6mm Box Chain Necklace with Black Sapphire, Size 22",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--BLceL6MS--/qirnyvdqnmttakbleixu.jpg,,,,,,,http://images.salsify.com/image/upload/s--IHwmRzOL--/mjossqwssjqyzlzql365.jpg,,,,,,,,,,,,CORE,,,,Lobster Clasp,NBS998354BLSX22,TH,0,No,Pendant,MEN,,7/20/2015,No,0,2.6,41,14,Eagle,Legends,72394,1,Black,Silver,Legends Eagle Pendant Necklace in Silver with Gemstone,Necklace,665,$,Active,FALL,F15,2015,22,Black Sapphire,,,,Star,8.25429E+12,2_860_610998354,John Hardy,
NBS9995491LPZX28,"MEN's Classic Chain Silver Necklace with 4mm Lapis Lazuli Beads, Size 28",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--h2xuBvOA--/atd2irplht06r6td3qom.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,Lobster Clasp,NBS9995491LPZX28,TH,0,No,Bead,MEN,,1/25/2017,No,0,4,0,0,Classic,Chain,72016,400,Blue,Silver,"Classic Chain Bead Necklace, Silver with 4MM Gemstone",Necklace,348.5,$,Active,SPRING,S17,2017,28,Lapis Lazuli,,,,Contributor,8.25429E+12,NBS9995491,John Hardy,
NBS9995954BLSX16-18,"WOMEN's Modern Chain Silver Square on 1.2mm Box Chain Necklace with Black Sapphire, Size 16-18 Adjustable",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--XMUVp--C--/khkcq7xblhq4jh8dkiag.jpg,http://images.salsify.com/image/upload/s--1ovqsfy5--/elwyog7mfsirolfl5ebi.jpg,,,,,,,,,,,NON CORE,,,,Lobster Clasp,NBS9995954BLSX16-18,TH,0,No,Pendant,WOMEN,,2/15/2017,No,0,1.2,0,0,Modern,Chain,0,1,Black,Silver,Modern Chain Necklace in Silver with Gemstone,Necklace,495,$,Active,SPRING,S17,2017,16-18,Black Sapphire,,,,Contributor,8.25429E+12,NBS9995954,John Hardy,
NBS9997144BLSBNX24,"WOMEN's Classic Chain Silver Tassel Necklace with Black Sapphire and Black Spinel, Size 24",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--D64Lmxff--/umtqh7gpxffphwtsfd98.jpg,,,,,,,,,,,,NON CORE,,,,Lobster Clasp,NBS9997144BLSBNX24,TH,0,No,Drop,WOMEN,,10/1/2017,No,0,2.4,142,7,Classic,Chain,72013,1,Black,Silver,Classic Chain Drop Necklace in Silver with Gemstone,Necklace,1995,$,Active,FALL,F17-CO,2017,24,Black Spinel,Black Sapphire,,,Star,8.25429E+12,NBS9997144,John Hardy,
NGX300462DIX16-18,"WOMEN's Dot Hammered 18K Gold Diamond Pave(0.1ct) Pendant-on 1.2mm Chain Pull Through Necklace, Size 16-18 Adjustable",http://images.salsify.com/image/upload/s--tgp8NzjC--/trbehjwnzhhbd50iqatl.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--KqoHLxXL--/zijjrkuvqmnfbzt4lwr4.jpg,,,,,,,http://images.salsify.com/image/upload/s--0TUJ88w7--/bemwk4g5dwaoyzntwbvx.jpg,,,,,,,,,,,,NON CORE,18k,,,Lobster Clasp,NGX300462DIX16-18,TH,0.1,No,Pendant,WOMEN,,7/25/2018,No,0,1.2,0,0,Dot,Dot,0,,,Gold,Dot Pendant Necklace in Hammered 18K Gold with Diamonds,Necklace,1495,$,Active,FALL,F18,2018,16-18,White Diamond,,,,Contributor,8.25429E+12,NGX300462,John Hardy,
NGX601552DIX16-18,"WOMEN's Legends Naga 18K Gold Diamond Pave(0.16ct) Pendant on 2mm Mini Rolo Chain Necklace, Size 16-18 Adjustable",http://images.salsify.com/image/upload/s--dtc7ddFY--/drlmyawuu1kvct5riiht.tiff,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--NBg0tu5T--/ibdsjoyqwm1hqf0tsgrg.tiff,,,,,,,http://images.salsify.com/image/upload/s---MCh53Jk--/bkz6xyg2kqmidormtlo6.jpg,http://images.salsify.com/image/upload/s--NBg0tu5T--/ibdsjoyqwm1hqf0tsgrg.tiff,http://images.salsify.com/image/upload/s--dtc7ddFY--/drlmyawuu1kvct5riiht.tiff,,,,,,,,,,NON CORE,18k,,,Lobster Clasp,NGX601552DIX16-18,TH,0.16,No,Pendant,WOMEN,,1/25/2019,No,0,2,35,17,Naga,Legends,0,,,Gold,Legends Naga Pendant Necklace in 18K Gold with Diamonds,Necklace,2895,$,Newness,SPRING,S19,2019,16-18,White Diamond,,,,Launch/One Shot,8.25429E+12,NGX601552,John Hardy,
NGX9995952DIX16-18,"WOMEN's Modern Chain 18K Gold Diamond (0.19ct) Square on 1.4mm Box Chain Necklace, Size 16-18 Adjustable",http://images.salsify.com/image/upload/s--K_oNmYmv--/ckbcgkcngkn6j8buedse.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--MMs7rK6K--/wncq9rx9hdoeqron5kvw.jpg,,,,,,,http://images.salsify.com/image/upload/s--ySXBpbEv--/agfnpjrhtzlo2haunue1.jpg,,,,,,,,,,,,NON CORE,18k,,,Lobster Clasp,NGX9995952DIX16-18,TH,0.19,No,Pendant,WOMEN,,2/15/2017,No,0,1.4,0,0,Modern,Chain,0,,,Gold,Modern Chain Pendant Necklace in 18K Gold with Diamonds,Necklace,2500,$,Active,SPRING,S17,2017,16-18,White Diamond,,,,Contributor,8.25429E+12,NGX9995952,John Hardy,
NM90265X26,"MEN's Classic Chain Silver 4mm Box Chain Necklace, Size 26",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--0_XEHOM0--/plmx6itg4qov18eb01op.jpg,,,,,,,http://images.salsify.com/image/upload/s--g5l040F3--/kpwrzfz6baldvjmim2q6.jpg,,,,,,,,,,,,NON CORE,,,,Pusher Clasp,NM90265X26,ID,0,No,Link,MEN,,9/28/2018,No,0,4,0,0,Classic,Chain,72014,,,Silver,Classic Chain 4MM Box Chain Necklace in Silver,Necklace,550,$,Active,FALL,F18-CO,2018,26,,,,,Contributor,8.25429E+12,NM90265,John Hardy,
NM90301X24,"MEN's Asli Classic Chain Link Silver Cross Pendant -on 2.7mm Box Chain Necklace, Size 24",http://images.salsify.com/image/upload/s--0eiio2xo--/nrimyrkxua1qbrzz1jlq.tiff,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--v9viazsL--/mggtfti9v9wvincn8gsv.tiff,,,,,,,http://images.salsify.com/image/upload/s--duxNBql3--/cvcwidygcio7idpiyb5e.jpg,http://images.salsify.com/image/upload/s--TsH4K95I--/pq562uzgfbv3djmnzbze.jpg,http://images.salsify.com/image/upload/s--v9viazsL--/mggtfti9v9wvincn8gsv.tiff,http://images.salsify.com/image/upload/s--0eiio2xo--/nrimyrkxua1qbrzz1jlq.tiff,,,,,,,,,NON CORE,,,,Lobster Clasp,NM90301X24,ID,0,No,Cross Pendant,MEN,,1/25/2019,No,0,2.7,46.5,9.5,Classic,Chain,72013,,,Silver,Asli Classic Chain Link Cross Pendant Necklace in Silver,Necklace,795,$,Newness,SPRING,S19,2019,24,,,,,Launch/One Shot,8.25429E+12,NM90301,John Hardy,
NM999733X20,"MEN's Classic Chain Silver Star of David Pendant- on 1.6mm Box Chain Necklace, Size 20",http://images.salsify.com/image/upload/s--2__tTel_--/q3luadnntqkzxypwos70.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--c9aux93Y--/ric50zcoubkzvt1ehoyg.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,Lobster Clasp,NM999733X20,ID,0,No,Pendant,MEN,,1/25/2018,No,0,1.6,27,16,Classic,Chain,72011,,,Silver,Classic Chain Star of David Pendant in Silver,Necklace,395,$,Active,SPRING,S18,2018,20,,,,,Star,8.25429E+12,NM999733,John Hardy,
NMS6501411EGBSPX26,"MEN's Legends Naga Silver Charm Pendant- on 2.7mm Box Chain Necklace with 10mm Eagle Eye and Blue Sapphire Eyes, Size 26",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--H_pHpcg5--/klcp1g8rhzezyuqxipxv.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,Lobster Clasp,NMS6501411EGBSPX26,TH,0,No,Pendant,MEN,,2/15/2018,No,0,2.7,36,30,Naga,Legends,72014,20,Grey,Silver,Legends Naga Charm Necklace in Silver with Gemstone,Necklace,695,$,Active,SPRING,S18,2018,26,Eagle Eye,Blue Sapphire,,,Star,8.25429E+12,NMS6501411,John Hardy,
NMS900611OZBONX26,"MEN's Classic Chain Silver & Bronze Charm Pendant- on 2.7mm Box Chain Necklace with 10mm Black Onyx, Size 26",http://images.salsify.com/image/upload/s---BcSfuqT--/wkolbielecxf0a77jxs3.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--9vn93RN3--/jihmjitw3vpnm1iefrw2.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,Lobster Clasp,NMS900611OZBONX26,ID,0,No,Pendant,MEN,,1/25/2018,No,0,2.7,36,20,Classic,Chain,72014,1,Black,Silver and Bronze,"Classic Chain Charm Necklace in Silver, Bronze, Gemstone",Necklace,695,$,Active,SPRING,S18,2018,26,Black Onyx,,,,Contributor,8.25429E+12,NMS900611,John Hardy,
NMS9997281BJX26,"MEN's Classic Chain Silver Pendant- on 2.7mm Box Chain Necklace with Black Jade, Size 26",http://images.salsify.com/image/upload/s--TYIXSZyc--/oc9jnnhzt7spydfvfk5f.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--CVmSitS8--/bddbsslufwjftqg0afmb.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,,,Lobster Clasp,NMS9997281BJX26,TH,0,No,Pendant,MEN,,3/25/2018,No,0,2.7,48,13.5,Classic,Chain,72014,1,Black,Silver,Classic Chain Pendant Necklace in Silver with Gemstone,Necklace,695,$,Active,SPRING,S18,2018,26,Black Jade,,,,Contributor,8.25429E+12,NMS9997281,John Hardy,
NMS9997281CRYX26,"MEN's Classic Chain Silver Pendant- on 2.7mm Box Chain Necklace with Chrysocolla, Size 26",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--9UZcfNXA--/u8xb4ss7zvgx1rqdoqp7.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,Lobster Clasp,NMS9997281CRYX26,TH,0,No,Pendant,MEN,,1/25/2018,No,0,2.7,48,13.5,Classic,Chain,72014,400,Blue,Silver,Classic Chain Pendant Necklace in Silver with Gemstone,Necklace,695,$,Active,SPRING,S18,2018,26,Chrysocolla,,,,Star,8.25429E+12,NMS9997281,John Hardy,
NP33741Z,WOMEN's Dot Gold & Silver Small Round Enhancer BG,http://images.salsify.com/image/upload/s--xWDt1xB9--/pyviysbocq7gljccdtbs.jpg,http://images.salsify.com/image/upload/s--ZspJ5l8y--/r3amtfx7ingbxj1kqhjx.jpg,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Qzc9U8bf--/zxaaxytxpybifuklz0eh.jpg,http://images.salsify.com/image/upload/s--ggU77MO4--/icwndxkivpvbxp9zrecb.jpg,,,,,,http://images.salsify.com/image/upload/s--J1P7wTv0--/jewue07vkhelluafzd04.jpg,http://images.salsify.com/image/upload/s--AHJrvwJV--/tquvhyklddqhbdlzfcrb.jpg,,,,,,,,,,,CORE,,18k Bonded,,,NP33741Z,ID,0,No,Enhancer,WOMEN,,8/1/2006,No,0,0,46,28,Dot,Dot,,,CORE,Silver and Gold,Dot Enhancer in Silver and 18K Gold,Necklace,650,$,Active,SPRING,S06,2006,NO SIZE,,,,,Star,8.25429E+12,1_5_24433741,John Hardy,
NZ34007X34-36,"WOMEN's Dot Hammered 18K Gold & Silver Long Drop Pendant on 2mm Mini Rolo Chain Necklace, Size 34-36 Adjustable BG",http://images.salsify.com/image/upload/s--7kfl3L9o--/koxqxsf1jp4yrnoyecbb.tiff,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--tFpSG2wv--/q2y7ulkomupxv2wrtmk0.tiff,,,,,,,http://images.salsify.com/image/upload/s--9EnxbfrC--/srjgcfecxuvimgvpyqwg.jpg,http://images.salsify.com/image/upload/s--tFpSG2wv--/q2y7ulkomupxv2wrtmk0.tiff,http://images.salsify.com/image/upload/s--7kfl3L9o--/koxqxsf1jp4yrnoyecbb.tiff,,,,,,,,,,NON CORE,,18k Bonded,,Lobster Clasp,NZ34007X34-36,ID,0,No,Drop,WOMEN,,1/25/2019,No,0,2,0,0,Dot,Dot,,,,Silver and Gold,Dot Pendant Necklace in Silver and Hammered 18K Gold,Necklace,1495,$,Newness,SPRING,S19,2019,34-36,,,,,Launch/One Shot,8.25429E+12,NZ34007,John Hardy,
NZ34009X36,"WOMEN's Dot Hammered 18K Gold & Silver 2mm Mini Rolo Chain Sautoir Necklace, Size 36 BG",http://images.salsify.com/image/upload/s--CxACFcH4--/yty0xe66thn2qgjqbvx5.tiff,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--e247ahW7--/cju43vr0wrkj8rguis7u.tiff,,,,,,,http://images.salsify.com/image/upload/s--Khh7Rbq0--/otkihpuesiivxtkdy9o9.jpg,http://images.salsify.com/image/upload/s--e247ahW7--/cju43vr0wrkj8rguis7u.tiff,http://images.salsify.com/image/upload/s--CxACFcH4--/yty0xe66thn2qgjqbvx5.tiff,,,,,,,,,,NON CORE,,18k Bonded,,Lobster Clasp,NZ34009X36,ID,0,No,Station,WOMEN,,1/25/2019,No,0,2,0,0,Dot,Dot,72022,,,Silver and Gold,Dot Station Necklace in Silver and Hammered 18K Gold,Necklace,1995,$,Newness,SPRING,S19,2019,36,,,,,Launch/One Shot,8.25429E+12,NZ34009,John Hardy,
NZ57003X16-18,"WOMEN's Bamboo 18K Gold & Silver Necklace, Size 16-18 Adjustable BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--OqUU4Wpi--/vb3mje8bwrgb6gqopbyu.jpg,,,,,,,,,,,,,,,,,,,CORE,,18k Bonded,,Lobster Clasp,NZ57003X16-18,ID,0,No,Pendant,WOMEN,,3/25/2018,No,0,2,76,51.5,Bamboo,Bamboo,0,,,Silver and Gold,Bamboo Necklace in Silver and 18K Gold,Necklace,1295,$,Active,SPRING,S18,2018,16-18,,,,,Star,8.25429E+12,NZ57003,John Hardy,
NZ65471X20,"WOMEN's Legends Naga Gold & Silver Dragon Necklace, Size 20 BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--sS7CFD0O--/dbsedjabsskhv8uecw8u.jpg,http://images.salsify.com/image/upload/s--rItZD9i_--/dqqiji2a2ljeohozhc52.jpg,,,,,,http://images.salsify.com/image/upload/s--R4ihqu2u--/vqnnkouoqzbx40ungcou.jpg,http://images.salsify.com/image/upload/s--CoI0Tgma--/oe4csnaathpol2ivqcjm.jpg,,,,,,,,,,,CORE,,18k Bonded,,Puller Clasp,NZ65471X20,ID,0,No,Drop,WOMEN,,9/1/2011,No,0,5,22,13,Naga,Legends,72011,,,Silver and Gold,Legends 5MM Necklace in Silver and 18K Gold,Necklace,995,$,Active,FALL,F11,2011,20,,,,,Star,8.25429E+12,1_836_19165471,John Hardy,
NZ7158X16-18,"WOMEN's Dot Hammered Gold & Silver Round Pendant- on Chain Necklace (Dia 16.5mm), Size 16-18 Adjustable BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--k8gbVmc5--/jw3w6gxrkjgyr0cd15t1.jpg,http://images.salsify.com/image/upload/s--1OXeEYTq--/wyzmtzcbuo7br5metk6e.jpg,,,,,,,,,,,,,,,,,,CORE,,18k Bonded,,Lobster Clasp,NZ7158X16-18,ID,0,No,Pendant,WOMEN,,8/12/2013,No,0,2,24,16.5,Dot,Dot,0,,,Silver and Gold,"Dot Hammered Reversible Pendant Necklace, Silver, 18K Gold",Necklace,695,$,Active,FALL,F13,2013,16-18,,,,,Star,8.25429E+12,1_5_6107158,John Hardy,
NZ7161X36,"WOMEN's Dot Hammered Gold & Silver Station Sautoir Necklace, Size 36 BG",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--YOfj8_-z--/mtrvbhcfo5tjfbptoebl.jpg,http://images.salsify.com/image/upload/s--Dte8eDJ6--/eonhz8obvn7ygdipqpjd.jpg,,,,,,http://images.salsify.com/image/upload/s--DAGoOgsg--/mnnes9uetmcvi2irevnf.jpg,http://images.salsify.com/image/upload/s--aG2Kt2Zt--/ht0lffjgzvrpdl2za7ku.jpg,,,,,,,,,,,NON CORE,,18k Bonded,,Lobster Clasp,NZ7161X36,ID,0,No,Station,WOMEN,,8/12/2013,No,0,2,13,13,Dot,Dot,72022,,,Silver and Gold,Dot Hammered Station Necklace in Silver and 18K Gold,Necklace,1950,$,Active,FALL,F13,2013,36,,,,,Star,8.25429E+12,1_5_1917161,John Hardy,
NZ90030X16-18,"WOMEN's Classic Chain Hammered 18K Gold & Silver Multi Row Necklace, Size 16-18 Adjustable",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--bjNNFn06--/ghgivy52jm4uvjtotypy.jpg,,,,,,,http://images.salsify.com/image/upload/s--b5fvsS-G--/mqfs1ruh8ko1py9qzct0.jpg,,,,,,,,,,,,NON CORE,,18k,,Lobster Clasp,NZ90030X16-18,TH,0,No,Multi Row,WOMEN,,1/25/2018,No,0,50,6,0,Classic,Chain,0,,,Silver and Gold,"Classic Chain Multi Row Necklace, Silver, Hammered 18K Gold",Necklace,1158.5,$,Active,SPRING,S18,2018,16-18,,,,,Contributor,8.25429E+12,NZ90030,John Hardy,
NZ90040X16-18,"WOMEN's Classic Chain Arch Hammered 18K Gold and Silver Necklace, Size 16-18 Adjustable BG",http://images.salsify.com/image/upload/s--S62k8gGF--/ocotlp3bif6idcg8ty6f.jpg,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--EVsT-86s--/tug4kns1vdvi6faoxw2s.jpg,,,,,,,http://images.salsify.com/image/upload/s--keqovMjs--/qmfvigrehofzyymis3g7.jpg,,,,,,,,,,,,NON CORE,,18k Bonded,,Lobster Clasp,NZ90040X16-18,ID,0,No,Station,WOMEN,,9/28/2018,No,0,1.7,24.5,4.5,Classic,Chain,0,,,Silver and Gold,Classic Chain Station Necklace in Silver and Hammered 18K Gold,Necklace,695,$,Active,FALL,F18-CO,2018,16-18,,,,,Star,8.25429E+12,NZ90040,John Hardy,
NZ93277X18,"WOMEN's Legends Cobra Gold & Silver Drop Necklace, Size 18",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--YfVHfXsN--/dxlkprenq3xhglfmjuzc.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,18k,,Pusher Clasp,NZ93277X18,ID,0,,Drop,WOMEN,,9/20/2016,No,0,6.5,93,22,Cobra,Legends,72284,,,Silver and Gold,Legends Cobra Necklace in Silver and 18K Gold,Necklace,1595,$,Active,FALL,F16,2016,18,,,,,Star,8.25429E+12,NZ93277,John Hardy,
NZ97024X26,"MEN's Classic Chain Silver & Gold Jawan Cross Pendant- on 2.6mm Box Chain Necklace, Size 26",http://images.salsify.com/image/upload/s--f64hb-C1--/bhnav1xw41fkr97ghgqt.jpg,http://images.salsify.com/image/upload/s--YpdCDnVx--/yxtbczlvcntas1v4yzhu.jpg,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--ZKExYOv3--/jl0aqzxlevuu4iqekebz.jpg,http://images.salsify.com/image/upload/s--4VVKvh2W--/tzkxilz6kkjshxddtbgo.jpg,,,,,,http://images.salsify.com/image/upload/s--C7dQcDCC--/jrjxm2hu1tn17unvl2sj.jpg,,,,,,,,,,,,CORE,,18k,,Lobster Clasp,NZ97024X26,ID,0,,Cross Pendant,MEN,,7/20/2016,No,0,2.6,44,24,Classic,Chain,72014,,,Silver and Gold,Chain Jawan Cross Necklace in Silver and 18K Gold,Necklace,795,$,Active,FALL,F16,2016,26,,,,,Star,8.25429E+12,NZ97024,John Hardy,
NZ999583X32,"WOMEN's Classic Chain Hammered Gold & Silver Y-Shaped Slider Necklace, Size 32 BG",http://images.salsify.com/image/upload/s--TczXtwJP--/bl3s0qrdvpvfl73acojn.jpg,http://images.salsify.com/image/upload/s--7l_zoq86--/dzs5khpcxbm7l5tvpkni.jpg,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--YqdHQna4--/jjxulncz5dbhrghbatcu.jpg,http://images.salsify.com/image/upload/s--uXe89VXc--/rzqglkhtefg4nlthrinh.jpg,,,,,,,,,,,,,,,,,,CORE,,18k Bonded,,,NZ999583X32,ID,0,No,Drop,WOMEN,,1/25/2017,No,0,2.5,140,11,Classic,Chain,72017,,,Silver and Gold,Classic Chain Drop Necklace in Silver and Hammered 18K Gold,Necklace,1495,$,Active,SPRING,S17,2017,32,,,,,Contributor,8.25429E+12,NZ999583,John Hardy,
NZ999598X36,"WOMEN's Classic Chain Hammered Gold & Silver Small Link Sautoir Necklace, Size 36",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--KUX4OwgK--/ztju3mpilqpyowmi3shf.jpg,http://images.salsify.com/image/upload/s--9xPvskuR--/s22ugqwrywajctfcbvs0.jpg,,,,,,,,,,,,,,,,,,CORE,,18k,,Lobster Clasp,NZ999598X36,TH,0,No,Link,WOMEN,,1/25/2017,No,0,5,0,0,Classic,Chain,72022,,,Silver and Gold,"Classic Chain Link Sautoir Necklace, Silver, Hammered Gold",Necklace,2450,$,Active,SPRING,S17,2017,36,,,,,Contributor,8.25429E+12,NZ999598,John Hardy,
NZS650125BHBSPX16-18,"WOMEN's Legends Naga 18K Gold & Silver Pendant- on 2mm Mini Rolo Chain Necklace in Brushed Finish with Blue Sapphire Eyes, Size 16-18 Adjustable",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--8EqCNxHi--/gl1djfpbufhqwcmkqomq.jpg,,,,,,,,,,,,,,,,,,,CORE,,18k,,Lobster Clasp,NZS650125BHBSPX16-18,TH,0,No,Pendant,WOMEN,,7/25/2017,No,0,2,36,24,Naga,Legends,0,,,Silver and Gold,Legends Naga Station Necklace in Brushed Silver and 18K Gold,Necklace,850,$,Active,FALL,F17,2017,16-18,Blue Sapphire,,,,Star,8.25429E+12,NZS650125,John Hardy,
RB30007X7,"WOMEN's Dot Moon Phase Hammered Silver Saddle Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--u1gvkhvu--/rjv3msna061wfbukiizf.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--GQT_X4Mw--/bdpmrhfq3pm96liydavl.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--ffU-YndB--/eeviqsmyldcp13uxf67u.jpg,,NON CORE,,,,,RB30007X7,ID,0,No,Saddle,WOMEN,,2/15/2018,No,0,6,31,0,Dot,Dot,71550,,,Silver,Dot Saddle Ring in Hammered Silver,Ring,495,$,Active,SPRING,S18,2018,7,,,,,Star,8.25429E+12,RB30007,John Hardy,
RB5761X7,"WOMEN's Bamboo Silver Wide Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--3NiKnwts--/yb1ckrbenwmmqoub96ex.jpg,http://images.salsify.com/image/upload/s--mGtOdDJk--/ewhcskhgjgs1pnzvrs2w.jpg,,,,,,,,http://images.salsify.com/image/upload/s--WOaZeo4k--/slet7lfasqz7crf1npb5.jpg,http://images.salsify.com/image/upload/s--Grd_HXD0--/ltbvwvwscxinnuwf7tdd.jpg,,,,,,http://images.salsify.com/image/upload/s--IQZlE06q--/quwuejypii4yna25swqy.jpg,http://images.salsify.com/image/upload/s--dCdH0ntj--/vigauzusgd2ok8neub7k.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--3Xd29e2o--/x5t2vpkijcsur5yb9blf.jpg,http://images.salsify.com/image/upload/s--Rckn9feu--/mshhhttjkptjn28rh7mc.jpg,CORE,,,,,RB5761X7,ID,0,No,Other,WOMEN,,1/29/2014,No,0,6,16,0,Bamboo,Bamboo,71550,,,Silver,Bamboo Ring in Silver,Ring,395,$,Active,SPRING,S14,2014,7,,,,,Contributor,8.25429E+12,1_381_2145761,John Hardy,
RB6648X7,"WOMEN's Legends Naga Silver Small Ring 11.5mm, Size 7",,,,,,,http://images.salsify.com/image/upload/s--E0GLXggc--/xjru6pjivbfcovjyjo5b.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--7BPIK_ZH--/ljdnqlva3lyq7cjfzkdq.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--OGNCryJ4--/oe6ghiteqap3webjoptn.jpg,,NON CORE,,,,,RB6648X7,ID,0,No,Other,WOMEN,,2/25/2018,No,0,5,11.5,0,Naga,Legends,71550,,,Silver,Legends Naga 11.5MM Ring in Silver,Ring,198.5,$,Active,SPRING,S18,2018,7,,,,,Star,8.25429E+12,RB6648,John Hardy,
RB90116X7,"WOMEN's Asli Classic Chain Link Silver Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--diLnR3WA--/epausm7cxkbg7mvm6can.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--dww4dkTm--/zysgehqjujtwsebhwmqy.jpg,,,,,,,http://images.salsify.com/image/upload/s--F4RAbqDW--/p3r1l31iuejpwakya4cm.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--p99382Q7--/am4tdamuzh15ggqk5cau.jpg,,NON CORE,,,,,RB90116X7,ID,0,No,Band,WOMEN,,7/25/2018,No,0,13.5,0,0,Classic,Chain,71550,,,Silver,Asli Classic Chain Link 13.5MM Band Ring in Silver,Ring,450,$,Active,FALL,F18,2018,7,,,,,Decline,8.25429E+12,RB90116,John Hardy,
RB90345BRDX7,"WOMEN's Asli Classic Chain Link Silver Band Ring 6mm with Black Rhodium, Size 7",,,,,,,http://images.salsify.com/image/upload/s--Zxpfb0pG--/fzgvnpadhagoldauhayt.tiff,,,,,,,,,http://images.salsify.com/image/upload/s--TJEGPh_a--/pfb4pxqgjt8gbxdi4040.tiff,,,,,,,http://images.salsify.com/image/upload/s--ek4Gjjjs--/ugmlddwd1pjzghvpdrej.jpg,http://images.salsify.com/image/upload/s--twUSRlnQ--/qpgwuypj6jlw4ylx3lzj.jpg,http://images.salsify.com/image/upload/s--Yt2E_384--/zxl9m4euhaizoaxglwhb.tiff,http://images.salsify.com/image/upload/s--Zxpfb0pG--/fzgvnpadhagoldauhayt.tiff,http://images.salsify.com/image/upload/s--TJEGPh_a--/pfb4pxqgjt8gbxdi4040.tiff,,,,,,http://images.salsify.com/image/upload/s--Yt2E_384--/zxl9m4euhaizoaxglwhb.tiff,,NON CORE,,,,,RB90345BRDX7,TH,0,No,Band,WOMEN,,1/25/2019,No,0,6,0,0,Classic,Chain,71550,,,Silver,Asli Classic Chain Link 6MM Band Ring in Silver,Ring,375,$,Newness,SPRING,S19,2019,7,,,,,Launch/One Shot,8.25429E+12,RB90345,John Hardy,
